domain	partner_domain	occurrences
PF01192	PF04998	165
PF04998	PF01192	165
PF05000	PF04998	169
PF02784	PF00278	169
PF00278	PF02784	169
PF04998	PF05000	169
PF04998	PF04560	169
PF04560	PF04998	169
PF00101	PF02788	170
PF02788	PF00101	170
PF04998	PF00623	170
PF00623	PF04998	170
PF03721	PF03720	171
PF04998	PF04983	171
PF03720	PF03721	171
PF04983	PF04998	171
PF00237	PF01196	171
PF01196	PF00237	171
PF07731	PF00394	172
PF00394	PF07731	172
PF11798	PF00817	174
PF00817	PF11798	174
PF00069	PF02984	177
PF02984	PF00069	177
PF02738	PF01799	179
PF01799	PF02738	179
PF00134	PF02984	182
PF02984	PF00134	182
PF04997	PF00562	182
PF00562	PF04997	182
PF01168	PF00842	186
PF00410	PF00318	192
PF00318	PF00410	192
PF01632	PF00471	193
PF00252	PF01386	193
PF01386	PF00252	193
PF00471	PF01632	193
PF00828	PF01632	196
PF01632	PF00828	196
PF02785	PF02786	198
PF00297	PF01245	198
PF00453	PF00829	198
PF01245	PF00297	198
PF00829	PF00453	198
PF02786	PF02785	198
PF02785	PF00289	199
PF00355	PF00866	199
PF00453	PF00572	199
PF00572	PF00453	199
PF00289	PF02785	199
PF00441	PF02771	200
PF02770	PF02771	200
PF00206	PF10415	200
PF02771	PF02770	200
PF02771	PF00441	200
PF10415	PF00206	200
PF02797	PF00195	201
PF00195	PF02797	201
PF00355	PF00848	203
PF00848	PF00355	203
PF02749	PF01729	205
PF01245	PF00238	205
PF01729	PF02749	205
PF00238	PF01245	205
PF00984	PF03721	206
PF03721	PF00984	206
PF01077	PF03460	207
PF03460	PF01077	207
PF02779	PF00676	208
PF05222	PF01262	208
PF00676	PF02779	208
PF04560	PF04997	208
PF04997	PF04560	208
PF04998	PF04997	213
PF04997	PF04998	213
PF00175	PF00970	217
PF00970	PF00175	217
PF00848	PF00866	217
PF07731	PF07732	218
PF07732	PF07731	218
PF02774	PF01118	222
PF10391	PF14716	222
PF01118	PF02774	222
PF14716	PF10391	222
PF02738	PF01315	223
PF01315	PF02738	223
PF01193	PF01000	225
PF01000	PF01193	225
PF00113	PF03952	226
PF03952	PF00113	226
PF00128	PF02806	227
PF02806	PF00128	227
PF02894	PF01408	231
PF01408	PF02894	231
PF05239	PF00124	234
PF00124	PF05239	234
PF00124	PF03967	234
PF03953	PF00091	238
PF00009	PF03144	238
PF03144	PF00009	238
PF00091	PF03953	238
PF14792	PF14791	239
PF14791	PF14792	239
PF10391	PF14792	240
PF14792	PF10391	240
PF00705	PF02747	244
PF02747	PF00705	244
PF00164	PF00410	251
PF00410	PF00164	251
PF00333	PF00189	265
PF01084	PF01250	265
PF00189	PF00333	265
PF01250	PF01084	265
PF07650	PF00338	266
PF00338	PF07650	266
PF00670	PF05221	267
PF05221	PF00670	267
PF00432	PF13249	270
PF13249	PF00432	270
PF00411	PF00177	271
PF00177	PF00411	271
PF07650	PF00253	272
PF00253	PF07650	272
PF07650	PF00189	274
PF00189	PF07650	274
PF00297	PF00572	275
PF00572	PF00297	275
PF00380	PF00177	276
PF00177	PF00380	276
PF02779	PF02780	277
PF00164	PF00366	277
PF00297	PF00238	277
PF00366	PF00164	277
PF00366	PF00410	277
PF00410	PF00366	277
PF02780	PF02779	277
PF00238	PF00297	277
PF00380	PF00338	280
PF00338	PF00380	280
PF02775	PF00205	280
PF00205	PF02775	280
PF00831	PF00276	280
PF00276	PF00831	280
PF00289	PF02786	281
PF02786	PF00289	281
PF00231	PF00306	284
PF00306	PF00231	284
PF00416	PF00203	285
PF00203	PF00416	285
PF00410	PF03719	286
PF03719	PF00410	286
PF00163	PF03719	288
PF03719	PF00163	288
PF11799	PF00817	291
PF00817	PF11799	291
PF00338	PF00253	295
PF00253	PF00338	295
PF01479	PF00163	296
PF00163	PF01479	296
PF00333	PF03719	301
PF03719	PF00333	301
PF02518	PF00183	303
PF00183	PF02518	303
PF02836	PF02929	304
PF02929	PF02836	304
PF00281	PF00673	307
PF00673	PF00281	307
PF03947	PF00181	309
PF00181	PF03947	309
PF00227	PF12465	322
PF02803	PF00108	323
PF00108	PF02803	323
PF00070	PF02852	333
PF02852	PF00070	333
PF00069	PF00134	338
PF00134	PF00069	338
PF02837	PF02836	342
PF02836	PF02837	342
PF00389	PF02826	345
PF02826	PF00389	345
PF00224	PF02887	349
PF02887	PF00224	349
PF00006	PF00231	351
PF00231	PF00006	351
PF02801	PF00109	370
PF00109	PF02801	370
PF03104	PF00136	371
PF00136	PF03104	371
PF00441	PF02770	376
PF02770	PF00441	376
PF02728	PF01179	378
PF01179	PF02728	378
PF00078	PF06817	382
PF13833	PF13499	432
PF13499	PF13833	432
PF00101	PF00016	453
PF00016	PF00101	453
PF13499	PF00036	457
PF00036	PF13499	457
PF00326	PF00930	472
PF00930	PF00326	472
PF00675	PF05193	476
PF05193	PF00675	476
PF00432	PF01239	492
PF01239	PF00432	492
PF00185	PF02729	493
PF02729	PF00185	493
PF00120	PF03951	502
PF03951	PF00120	502
PF07732	PF00394	521
PF00394	PF07732	521
PF02775	PF02776	523
PF02776	PF02775	523
PF00208	PF02812	539
PF02812	PF00208	539
PF13378	PF01188	553
PF10613	PF00060	557
PF00060	PF10613	557
PF00703	PF02836	572
PF02836	PF00703	572
PF01138	PF03725	589
PF03725	PF01138	589
PF02837	PF00703	597
PF00703	PF02837	597
PF07992	PF00070	598
PF00070	PF07992	598
PF00205	PF02776	604
PF02776	PF00205	604
PF00078	PF06815	634
PF02746	PF01188	648
PF13249	PF01239	674
PF01239	PF13249	674
PF07992	PF02852	697
PF02852	PF07992	697
PF00006	PF02874	740
PF02874	PF00006	740
PF00006	PF00306	783
PF00306	PF00006	783
PF02777	PF00081	829
PF00081	PF02777	829
PF06628	PF00199	839
PF00199	PF06628	839
PF00578	PF10417	863
PF10417	PF00578	863
PF08240	PF00107	946
PF00107	PF08240	946
PF02746	PF13378	970
PF13378	PF02746	970
PF02788	PF00016	997
PF00016	PF02788	997
PF02866	PF00056	1030
PF00056	PF02866	1030
PF02800	PF00044	1126
PF00044	PF02800	1126
PF02798	PF00043	1312
PF00043	PF02798	1312
PF00227	PF10584	2381
PF10584	PF00227	2381
